ChacoIsotopeDatabaseID,OriginalSampleID,OtherID,ModernArch?,IsotopeSystem(s),SampleType,TissueTType,TissueName,CollagenApatiteEnamel?,GenusOrder,Species,Group,CommonName,Description,SiteID,SanJuanBasin?,SiteNumber,Provenience,UTM,Easting,Northing,Longitude,Latitude,Elevation,Depth,RadiocarbonLabNumber,DatePeriod,DateBeginning,DateMid,DateEnd,DateRange,CollectionDate,Source,OtherNotes,SamplePrepMethod,SampleWeight,Sr87Sr86_Standard,Sr87Sr86_NonEnamel_Value_Raw,Sr87Sr86_NonEnamel_SD_Raw,Sr87Sr86_NonEnamel_Value_Standardized,Sr87Sr86_Enamel_Value_Raw,Sr87Sr86_Enamel_SD_Raw,Sr87Sr86_Enamel_Value_Standardized,d13C_Collagen_Value_Raw,d13C_Collagen_Value_SeussCorrection,d13C_Collagen_Value_SeussCorrection_VegBaselineCorrection,d13C_Apatite_Value_Raw,d13C_Apatite_Value_SeussCorrection,d13C_Apatite_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_Value_Raw,d13C_Enamel_Value_SeussCorrection,d13C_Enamel_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_SD,d13C_Vegetation_Value_Raw,d13C_Vegetation_Value_SeussCorrection,d13C_Hair_Value_Raw,d13C_Hair_Value_SeussCorrection,d13C_Hair_Value_SeussCorrection_VegBaselineCorrection,d13C_WtPercentC,d13C_WtPercentN,d18OVPDB_Apatite_Value_Raw,d18OVPBD_Apatite_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVPDB_Enamel_Value_Raw,d18OVPDB_Enamel_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVSMOW_Water_Value_Raw,d18OVSMOW_Water_SD,d18O_Value_VPDBConverted,d15N_Collagen_Value_Raw,d15N_CNRatio,d15N_AtomicCNRatio,d15N_PercentN,d15N_CollagenYield,d15N_WeightPercentCollagen,dD_Water_Value_Raw,dD_Water_SD,Pb206Pb204_Dentin_Value_Raw,Pb206Pb204_Dentin_SE,Pb207Pb204_Dentin_Value_Raw,Pb207Pb204_Dentin_SE,Pb208Pb204_Dentin_Value_Raw,Pb208Pb204_Dentin_SE,Pb207Pb206_Dentin_Value_Raw,Pb207Pb206_Dentin_SE,Pb208Pb206_Dentin_Value_Raw,Pb208Pb206_Dentin_SE,Pb_Dentin_ng,Pb_Dentin_SampleWeight_g,Pb_Dentin_ppm,Pb206Pb204_Enamel_Value_Raw,Pb206Pb204_Enamel_SE,Pb207Pb204_Enamel_Value_Raw,Pb207Pb204_Enamel_SE,Pb208Pb204_Enamel_Value_Raw,Pb208Pb204_Enamel_SE,Pb207Pb206_Enamel_Value_Raw,Pb207Pb206_Enamel_SE,Pb208Pb206_Enamel_Value_Raw,Pb208Pb206_Enamel_SE,Pb_Enamel_ng,Pb_Enamel_SampleWeight_g,Pb_Enamel_ppm
CID_1885,34,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Bc57,y,,Room 9,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−3.2,,−3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1886,38/39,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Bc57,y,,Room 4,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1887,94,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−2.0,,−2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1888,190,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−5.8,,−5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1889,80,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−7.3,,−7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1890,209,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−2.3,,−2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1891,170,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1892,124,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1893,70,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−3.9,,−3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1894,133,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−6.5,,−6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1895,305,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−2.9,,−2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1896,226,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,Room 28,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 2",,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.2,,−1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1897,PB4247/1824,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−2.3,,−2.3,−1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1898,PB6528/3287,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1899,PB4661/1986,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.6,,−1.6,−1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1900,PB4246/1824,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−2.9,,−2.9,−2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1901,PB7194/2272,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−2.8,,−2.8,−2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1902,PB5203/432,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−3.5,,−3.5,−3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1903,PB5325/596,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.7,,−1.7,−1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1904,PB7124/2279,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−4.6,,−4.6,−4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1905,PB3230/2002,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−4.8,,−4.8,−4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1906,PB2757/358,,Archaeological,O,Fauna,Tooth,,Enamel,Lagomorpha,,Lagomorph,Rabbit,Lagomorpha,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−3.0,,−3.0,−2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1907,PB4497/1890,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.8,,−1.8,−1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1908,PB3535/2054,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1909,PB4496/1890,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.3,,−1.3,−0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1910,PB3916/1767,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1911,PB3917/1767,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.3,,−1.3,−0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1912,PB4277/1824,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−0.9,,−0.9,−0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1913,PB3273/2002,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1914,PB7563/2148,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−3.3,,−3.3,−2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1915,PB3586/2044,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,1.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1916,PB8186/2461,,Archaeological,O,Fauna,Tooth,,Enamel,Rodentia,,Rodent,Rodent,Rodentia,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−1.6,,−1.6,−1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1917,PB104/39,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1918,PB4722/1986,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1919,PB7617/2148,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1920,PB8040/2451,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1921,PB8036/2451,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1922,PB2672/2948,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1923,PB3611/2044,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1924,PB226/153,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1925,PB5414/619,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1926,PB1434/1180,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1927,PB8039/2451,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1928,PB3664/2073,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1929,PB8219/2461,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1930,PB1855/1318,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1931,PB2404/3026,,Archaeological,O,Fauna,Tooth,,Enamel,Artiodactyla,,Artiodactyla (ruminant),,Artiodactyla,Pueblo Bonito,y,,middens,,,,,,,,,,,,,,,"Hamilton et al. 2017, Table 3 (may also be in Grimstead et al 2016 data)",Corrected d18O values derived from addition of 0.36%o to data from Grimstead et al 2016,0.1M acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,−11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1932,1,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5324,,,,,,,,,Lewis 2018,,,1.752,,,,,,,,,,,,,,,,,,-14.7,-16.7,,,,51.9,,,,,,,,,,,-0.2,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1933,2,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5730,,,,,,,,,Lewis 2018,,,1.614,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,54,54,,,,,,,,,,-1.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1934,3,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5730,,,,,,,,,Lewis 2018,,,1.738,,,,,,,,,,,,,,,,,,-16,-18,,,,52,,,,,,,,,,,-1.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1935,4,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5725,,,,,,,,,Lewis 2018,,,0.819,,,,,,,,,,,,,,,,,,-14,-16,,,,56.6,56.6,,,,,,,,,,1,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1936,6,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5728,,,,,,,,,Lewis 2018,,,1.668,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,54.1,,,,,,,,,,,-0.8,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1937,7,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5732,,,,,,,,,Lewis 2018,,,1.757,,,,,,,,,,,,,,,,,,-14.8,-16.8,,,,54.4,,,,,,,,,,,-2.8,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_1938,8,,Modern,"C, N",Vegetal,Seed,,,,,,,"YuccB, Seed, CAM",THR,,,,,,,,,5957,,,,,,,,,Lewis 2018,,,0.902,,,,,,,,,,,,,,,,,,-15.9,-17.9,,,,57.8,,,,,,,,,,,0.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
